code,name,country,municipality
LHZA,Zalaegerszeg Andráshida Airfield,HU,Zalaegerszeg
LHZK,Zalakaros Airfield,HU,Zalakaros
LIAA,"Aviosuperficie ""Alvaro Leonardi""",IT,Terni
LIAD,Capitalia Heliport,IT,Rome
LIAF,Foligno Airfield,IT,Foligno (PG)
LIAG,Colacem Heliport,IT,Gubbio (PG)
LIAJ,Macchiarella Heliport,IT,Ostia Antica (RM)
LIAL,Sant'Illuminato Airfield,IT,Città di Castello (PG)
LIAO,Il Ciocco Heliport,IT,Castelvecchio Pascoli (LU)
LIAP,L'Aquila–Preturo Airport,IT,L'Aquila
LIAQ,Aquino Airfield,IT,Aquino
LIAR,Furbara Air Base,IT,Fubara
LIAT,Valdera Airfield,IT,Capannoli (PI)
LIAU,Capua Airport,IT,Capua
LIAY,La Bagnara Heliport,IT,Monte San Giovanni Campano (FR)
LIBA,Amendola Air Base,IT,San Giovanni Rotondo (FG)
LIBC,Crotone Sant'Anna Pythagoras Airport,IT,Isola di Capo Rizzuto (KR)
LIBD,Bari Karol Wojtyła International Airport,IT,Bari
LIBF,Foggia Gino Lisa Airport,IT,Foggia (FG)
LIBG,Taranto-Grottaglie Marcello Arlotta Airport,IT,Grottaglie
LIBH,Marina di Ginosa Heliport,IT,Marina di Ginosa
LIBJ,"Helicopter Base ""Luigi Razza""",IT,Vibo Valentia
LIBN,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,IT,Galatina (LE)
LIBP,Abruzzo Airport,IT,Pescara
LIBR,Brindisi Airport,IT,Brindisi
LIBV,Gioia del Colle Antonio Ramirez Air Base,IT,Gioia del Colle (BA)
LICA,Lamezia Terme Sant'Eufemia International Airport,IT,Lamezia Terme (CZ)
LICB,Comiso Airport,IT,Comiso
LICC,Catania-Fontanarossa Airport,IT,Catania
LICD,Lampedusa Airport,IT,Lampedusa
LICG,Pantelleria Airport,IT,Pantelleria (TP)
LICJ,Falcone–Borsellino Airport,IT,Palermo
LICK,Scalea Airport,IT,Scalea (CS)
LICN,Calatabiano (Aviosuperficie Angelo D'Arrigo),IT,Calatabiano (CT)
LICP,Palermo-Boccadifalco Airport,IT,Palermo
LICR,Reggio Calabria Airport,IT,Reggio Calabria
LICS,AvioSciacca Airfield,IT,Sciacca (AG)
LICT,Vincenzo Florio Airport Trapani-Birgi,IT,Trapani (TP)
LICU,Ustica Heliport,IT,Ustica (PA)
LICZ,Sigonella Navy Air Base,IT,Sigonella (CT)
LIDA,Asiago Romeo Sartori Airfield,IT,Asiago (VI)
LIDB,Belluno Arturo dell'Oro Airport,IT,Belluno (BL)
LIDC,Cà Negra Private Airstrip,IT,Loreo (RO)
LIDE,Reggio Emilia Airport,IT,Reggio Emilia (RE)
LIDF,Fano Airfield,IT,Fano (PU)
LIDG,Lugo Francesco Baracca Airfield,IT,Lugo
LIDH,Thiene Arturo Ferrarin Airfield,IT,Thiene (VI)
LIDI,Cortina d'Ampezzo Sant'Anna Heliport,IT,Fiames (BL)
LIDK,Casarsa della Delizia Air Base,IT,Casarsa della Delizia (UD)
LIDL,Legnago Airfield,IT,Vangadizza (VR)
LIDP,Pavullo Airfield,IT,Pavullo (MO)
LIDR,Ravenna Airport,IT,Ravenna (RA)
LIDT,Trento-Mattarello Airport,IT,Trento (TN)
LIDU,Carpi-Budrione Airfield,IT,Carpi (MO)
LIDV,Prati Vecchi d'Aguscello Airfield,IT,Ferrara (FE)
LIDW,Luciano Narder Airfield,IT,Campo di Pietra (TV)
LIEA,Alghero-Fertilia Airport,IT,Alghero
LIED,Decimomannu Air Base,IT,Decimomannu
LIEE,Cagliari Elmas Airport,IT,Cagliari
LIEO,Olbia Costa Smeralda Airport,IT,Olbia (SS)
LIEP,Aliquirra Airfield,IT,Perdasdefogu (OG)
LIER,Oristano-Fenosu Airport,IT,Oristano
LIET,Tortolì Airport,IT,Arbatax
LIKD,Torraccia Airfield,SM,Torraccia
LILI,Vercelli Airport,IT,Vercelli (VC)
LILN,Varese-Venegono Airport,IT,Venegono Superiore (VA)
LILO,Caiolo Sondrio Airfield,IT,Caiolo (SO)
LILU,Ferrero Heliport,IT,Alba (CN)
LILV,Valbrembo Airfield,IT,Valbrembo (BG)
LILY,Como (Idroscalo - Water Ad) Hidroport,IT,Como (CO)
LIMA,Torino-Aeritalia Airport,IT,Torino (TO)
LIMB,Milano-Bresso Airfield,IT,Bresso (MI)
LIMC,Milan Malpensa International Airport,IT,Ferno (VA)
LIME,Il Caravaggio International Airport,IT,Orio al Serio (BG)
LIMF,Turin Airport,IT,Caselle Torinese (TO)
LIMG,Riviera Villanova d'Albenga International Airport,IT,Villanova d'Albenga (SV)
LIMH,Pian Rosà Heliport,IT,Valtournenche
LIMJ,Genoa Cristoforo Colombo Airport,IT,Genova (GE)
LIML,Milano Linate Airport,IT,Segrate (MI)
LIMN,Cameri Air Base,IT,Cameri (NO)
LIMP,Parma Airport,IT,Parma (PR)
LIMS,Piacenza San Damiano Air Base,IT,San Damiano (PC)
LIMW,Aosta Corrado Gex Airport,IT,Saint-Christophe (AO)
LIMZ,Cuneo International Airport,IT,Levaldigi (CN)
LINA,Alidaunia Foggia Heliport,IT,Foggia
LINB,Corte Airfield,IT,Melpignano (LE)
LINF,Fermano Airfield,IT,Fermo (FM)
LINI,San Domino Island Heliport,IT,Tremiti Islands
LINL,Lecce-San Cataldo Lepore Airfield,IT,Lecce (LE)
LION,Dominio di Bagnoli Airfield,IT,Bagnoli di Sopra (PD)
LIPA,Aviano Air Base,IT,Aviano (PN)
LIPB,Bolzano Airport,IT,Bolzano (BZ)
LIPC,Cervia Air Base,IT,Cervia (RA)
LIPD,Udine-Campoformido Airfield,IT,Campoformido (UD)
LIPE,Bologna Guglielmo Marconi Airport,IT,Bologna
LIPF,Ferrara-San Luca Airfield,IT,Ferrara (FE)
LIPG,Gorizia Duca d'Aosta Airfield,IT,Gorizia (GO)
LIPH,Treviso Airport,IT,Treviso (TV)
LIPI,Udine-Rivolto Air Base,IT,Codroipo (UD)
LIPK,Forlì-Luigi Ridolfi International Airport,IT,Forlì (FC)
LIPL,Ghedi Air Base,IT,Ghedi (BS)
LIPM,Modena-Marzaglia Airfield,IT,Marzaglia (MO)
LIPN,Verona-Boscomantico Airfield,IT,Verona
LIPO,Brescia Gabriele d'Annunzio Airport,IT,Montichiari (BS)
LIPQ,Trieste Airport,IT,Ronchi dei Legionari/Trieste
LIPR,Federico Fellini International Airport,IT,Rimini (RN)
LIPS,Istrana Air Base,IT,Istrana (TV)
LIPU,Padova Gino Allegri Airfield,IT,Padova (PD)
LIPV,Venice-Lido Giovanni Nicelli Airfield,IT,Venezia (VE)
LIPX,Verona Villafranca Valerio Catullo Airport,IT,Caselle (VR)
LIPY,Marche Airport,IT,Falconara Marittima (AN)
LIPZ,Venice Marco Polo Airport,IT,Venezia (VE)
LIQB,Arezzo Molin Blanco Airfield,IT,Arezzo (AR)
LIQC,Anacapri Heliport,IT,Anacapri (NA)
LIQF,San Sepolcro Airfield,IT,San Sepolcro (AR)
LIQL,Lucca-Tassignano Airport,IT,Capannori (LU)
LIQN,Rieti Airfield,IT,Rieti (RI)
LIQQ,Serristori Airfield,IT,Castiglion Fiorentino (AR)
LIQS,Siena-Ampugnano Airport,IT,Ampugnano (SI)
LIQW,Sarzana-Luni Bartolomeo Arrigoni Airport,IT,Sarzana (SP)
LIRA,Ciampino–G. B. Pastine International Airport,IT,Rome
LIRD,Poggio Ballone Remote Radar Station Heliport,IT,Tirli (GR)
LIRE,Pratica di Mare Air Base,IT,Pomezia (RM)
LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,IT,Rome
LIRG,Guidonia Air Base,IT,Guidonia (RM)
LIRH,Frosinone Air Base,IT,Frosinone
LIRI,Salerno Costa d'Amalfi Airport,IT,Salerno
LIRJ,Marina di Campo Airport,IT,Campo nell'Elba (LI)
LIRL,Latina Air Base,IT,Latina
LIRM,Grazzanise Air Base,IT,Caserta
LIRN,Naples International Airport,IT,Napoli
LIRO,Benevento-Olivola Airport,IT,Benevento (BN)
LIRP,Pisa International Airport,IT,Pisa (PI)
LIRQ,"Florence Airport, Peretola",IT,Firenze (FI)
LIRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,IT,Grosseto (GR)
LIRU,Rome Urbe Airport,IT,Rome
LIRV,Viterbo Airport,IT,Viterbo
LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,IT,Perugia (PG)
LIVD,Dobbiaco-Toblach Airstrip,IT,Toblach (Dobbiaco) (BZ)
LIVV,Moncucco-Vische Airfield,IT,Cascina Moncucco (TO)
LJLJ,Ljubljana Jože Pučnik Airport,SI,Zgornji Brnik
LJMB,Maribor Edvard Rusjan Airport,SI,Maribor
LJPZ,Portorož Airport,SI,Sečovlje
LKBA,Břeclav Airfield,CZ,Břeclav
LKBE,Benešov Airfield,CZ,Benešov
LKBO,Bohuňovice Airfield,CZ,Bohuňovice
LKBR,Broumov Airfield,CZ,Broumov
LKBU,Bubovice Airfield,CZ,Bubovice
LKCB,Cheb Airfield,CZ,Cheb
LKCE,Česká Lípa Airfield,CZ,Česká Lípa
LKCH,Chomutov Airfield,CZ,Otvice
LKCM,Medlánky Airfield,CZ,Medlánky
LKCR,Chrudim Airfield,CZ,Chrudim
LKCS,České Budějovice South Bohemian Airport,CZ,České Budějovice
LKCT,Chotěboř Airfield,CZ,Chotěboř
LKCU,Chomutov Hospital Heliport,CZ,Chomutov
LKCV,Čáslav Air Base,CZ,Chotusice
LKDK,Dvůr Králové nad Labem Airfield,CZ,Dvůr Králové nad Labem
LKER,Erpužice Airfield,CZ,Erpužice
LKFR,Frýdlant Airfield,CZ,Frýdlant
LKHB,Havlíčkův Brod Airfield,CZ,Havlíčkův Brod
LKHC,Hořice Airfield,CZ,Holovousy
LKHD,Hodkovice nad Mohelkou Airfield,CZ,Hodkovice nad Mohelkou
LKHK,Hradec Králové Airport,CZ,Hradec Králové
LKHN,Hranice Airfield,CZ,Hranice
LKHS,Hosín Airfield,CZ,Hluboká nad Vltavou
LKHV,Hořovice Airfield,CZ,Hořovice
LKJA,Jaroměř Airfield,CZ,Jaroměř
LKJC,Jičín Airfield,CZ,Jičín
LKJH,Jindřichův Hradec Airfield,CZ,Jindřichův Hradec
LKJI,Jihlava Airfield,CZ,Jihlava
LKKA,Křižanov Airfield,CZ,Křižanov
LKKB,Prague–Kbely Air Base,CZ,Prague
LKKL,Kladno Airfield,CZ,Kladno
LKKM,Kroměříž Airfield,CZ,Kroměříž
LKKO,Kolín Airfield,CZ,Kolín
LKKR,Krnov Airfield,CZ,Krnov
LKKT,Klatovy Josef Hubáč Airfield,CZ,Klatovy
LKKU,Kunovice Airport,CZ,Uherské Hradiště
LKKV,Karlovy Vary Airport,CZ,Karlovy Vary
LKKY,Kyjov Airfield,CZ,Svatobořice
LKLB,Liberec Airfield,CZ,Liberec
LKLN,Plzeň-Líně Airport,CZ,Plzen
LKLT,Letňany Airfield,CZ,Letňany
LKLU,Luhačovice Airfield,CZ,Luhačovice
LKMB,Mladá Boleslav Airfield,CZ,Mladá Boleslav
LKMH,Mnichovo Hradiště Airport,CZ,Mnichovo Hradiště
LKMI,Mikulovice Airfield,CZ,Mikulovice
LKMK,Moravská Třebová Airfield,CZ,Moravská Třebová
LKMO,Most Airfield,CZ,Most
LKMT,Leoš Janáček Airport Ostrava,CZ,Mošnov
LKNA,Náměšť Air Base,CZ,Sedlec
LKNM,Nové Město nad Metují Airfield,CZ,Nové Město nad Metují
LKOL,Olomouc Airport,CZ,Olomouc
LKPA,Polička Airfield,CZ,Polička
LKPC,Panensky Tynec Airfield,CZ,Panensky Tynec
LKPD,Pardubice Airport,CZ,Pardubice
LKPI,Přibyslav Airfield,CZ,Přibyslav
LKPL,Letkov Airfield,CZ,Letkov
LKPM,Příbram Airfield,CZ,Drásov
LKPO,Přerov Air Base,CZ,Přerov
LKPR,Václav Havel Airport Prague,CZ,Prague
LKPS,Plasy Rybnice Airfield,CZ,Plasy
LKRA,Rana Loumy Airfield,CZ,Raná
LKRK,Rakovnik Airfield,CZ,Rakovnik
LKRO,Roudnice nad Labem Airfield,CZ,Roudnice nad Labem
LKRY,Rokycany Airfield,CZ,Rokycany
LKSA,Staňkov Airfield,CZ,Staňkov
LKSB,Stichovice Pluml Airfield,CZ,Mostkovice
LKSK,Skuteč Airfield,CZ,Skuteč
LKSN,Slaný Airfield,CZ,Slaný
LKSO,Soběslav Airfield,CZ,Soběslav
LKSR,Prachatice Airfield,CZ,Prachatice
LKST,Strakonice Airfield,CZ,Strakonice
LKSU,Šumperk Airfield,CZ,Nový Malín
LKSZ,Sazená Airfield,CZ,Sazená
LKTA,Tábor Airfield,CZ,Tábor
LKTB,Brno-Tuřany Airport,CZ,Brno
LKTC,Točná Airfield,CZ,Prague
LKTD,Tachov Airfield,CZ,Tachov
LKTO,Toužim Airfield,CZ,Toužim
LKUL,Usti Nad Labem Airfield,CZ,Usti Nad Labem
LKUO,Ústí Nad Orlicí Airfield,CZ,Ústí nad Orlicí
LKVL,Vlašim Airfield,CZ,Vlašim
LKVM,Vysoké Mýto Airfield,CZ,Vysoké Mýto
LKVO,Vodochody Airport,CZ,Vodochody
LKVP,Velké Poříčí Airfield,CZ,Velke Porici
LKVR,Vrchlabí Airfield,CZ,Lánov
LKVY,Letiště Vyškov,CZ,Vyskov
LKZA,Zábřeh Dolní Benešov Airfield,CZ,Dolní Benešov
LKZB,Zbraslavice Airfield,CZ,Zbraslavice
LKZD,Žatec-Macerka Airfield,CZ,Žatec
LKZL,Zlín Otrokovice Airfield,CZ,Otrokovice
LKZM,Žamberk Airfield,CZ,Žamberk
LKZN,Znojmo Airfield,CZ,Znojmo
LLBG,Ben Gurion International Airport,IL,Tel Aviv
LLBO,Habonim Airfield,IL,Habonim
LLBS,Beersheba (Teyman) Airport,IL,Beersheba
LLEK,Tel Nof Air Base,IL,Rehovot
LLER,Ramon International Airport,IL,Eilat
LLES,Ein Shemer Airfield,IL,Ein Shemer
LLEY,Ein Yahav Airfield,IL,Sapir
LLFK,Fiq Airfield,IL,Katzrin
LLHA,Uri Michaeli Haifa International Airport,IL,Haifa
LLHB,Hatzerim Air Base,IL,Beersheba
LLHS,Hatzor Air Base,IL,Hatzor
LLHZ,Herzliya Airport,IL,Herzliya
LLIB,Rosh Pina Airport,IL,Rosh Pina
LLKS,Kiryat Shmona Airport,IL,Kiryat Shmona
LLMG,Megiddo Airport,IL,Afula
LLMR,Mitzpe Ramon Airfield,IL,Mitzpe Ramon
LLMZ,Bar Yehuda Airfield,IL,Masada
LLNV,Nevatim Air Base,IL,Beersheba
LLOV,Ovda Airport,IL,Eilat
LLRD,Ramat David Air Base,IL,Haifa
LLRM,Ramon Air Base,IL,Beersheba
LLRS,Rishon Lezion Airfield,IL,Rishon Lezion
LLTN,Tnuvot Ultralight Airfield,IL,Tnuvot
LMMG,Xewkija Heliport,MT,Gozo
LMML,Malta International Airport,MT,Valletta
LNMC,Monaco Heliport,MC,Fontvieille
LOAA,Ottenschlag Airfield,AT,Ottenschlag
LOAB,Dobersberg Airfield,AT,Dobersberg
LOAC,Kittsee Heliport,AT,Kittsee
LOAD,Völtendorf Airfield,AT,Ober-Grafendorf
LOAE,Eisenstadt Heliport,AT,Eisenstadt
LOAF,Baden Hospital Helipad,AT,Baden
LOAG,Krems/Langenlois Airfield,AT,Krems an der Donau
LOAH,Horn Hospital Heliport,AT,Horn
LOAI,Wiener Neustadt Hospital Heliport,AT,Wiener Neustadt
LOAJ,Wien-Aspern ÖAMTC Heliport,AT,Aspern
LOAK,Krems University Hospital Helipad,AT,Krems
LOAL,Pöchlarn-Wörth Heliport,AT,Pöchlarn-Wörth
LOAM,Wien-Meidling Heliport,AT,Vienna
LOAN,Wiener Neustadt East Airport,AT,Wiener Neustadt
LOAO,Oberpullendorf Hospital Heliport,AT,Oberpullendorf
LOAP,Waidhofen an der Ybbs Hospital Helipad,AT,Waidhofen an der Ybbs
LOAQ,Amstetten Hospital Heliport,AT,Amstetten
LOAR,Altlichtenwarth Gliderfield,AT,Altlichtenwarth
LOAS,Spitzerberg Airfield,AT,Hundsheim
LOAU,Stockerau Airfield,AT,Stockerau
LOAV,Vöslau-Kottingbrunn Airfield,AT,Bad Vöslau
LOAW,Wiener Neustadt ÖAMTC Heliport,AT,Wiener Neustadt
LOAY,Kilb Heliport,AT,Kilb
LOAZ,Zwettl Hospital Heliport,AT,Zwettl
LOBA,Vienna University Hospital Heliport,AT,Wien
LOGF,Fürstenfeld Airfield,AT,Fürstenfeld
LOGG,Punitz-Güssing Airfield,AT,Punitz
LOGJ,Judenburg Hospital Heliport,AT,Judenburg
LOGK,Kapfenberg Airfield,AT,Kapfenberg
LOGL,Lanzen-Turnau Airfield,AT,Göriach
LOGM,Mariazell Airfield,AT,Mariazell
LOGO,Niederöblarn Airfield,AT,Niederöblarn
LOGP,Pinkafeld Airfield,AT,Pinkafeld
LOGT,Leoben/Timmersdorf Airfield,AT,Timmersdorf
LOGW,Weiz-Unterfladnitz Airfield,AT,Weiz
LOGX,Rottenmann Hospital Helistop,AT,Rottenmann
LOIB,Hörlahof Heliport,AT,Kitzbühel
LOIC,Sankt Anton am Arlberg Heliport,AT,Sankt Anton am Arlberg
LOID,Kufstein Hospital Helistop,AT,Kufstein
LOIE,Reutte Heliport,AT,Reutte
LOIF,Feldkirch State Hospital Heliport,AT,Feldkirch
LOIG,Ludesch Heliport,AT,Ludesch
LOIH,Hohenems-Dornbirn Airfield,AT,Hohenems
LOII,Hall in Tirol Hospital Helistop,AT,Hall in Tirol
LOIJ,Sankt Johann Airfield,AT,Sankt Johann in Tirol
LOIK,Kufstein-Langkampfen Airfield,AT,Langkampfen
LOIL,Zams ÖAMTC Heliport,AT,Zams
LOIM,Langkampfen - Au Heliport,AT,Langkampfen
LOIN,Tyrol State Fire Brigade School Heliport,AT,Telfs
LOIO,Sölden Heliport,AT,Sölden
LOIP,Ischgl Idalp Heliport,AT,Ischgl
LOIQ,Feldkirch Heliport,AT,Feldkirch
LOIR,Reutte-Höfen Airfield,AT,Reutte
LOIS,Swarovski Heliport,AT,Wattens
LOIT,Sankt Johann in Tirol Hospital Heliport,AT,Sankt Johann In Tirol
LOIU,Innsbruck University Hospital Helistop,AT,Innsbruck
LOIV,Sankt Vinzenz Hospital Helistop,AT,Zams
LOIW,Waidring Heliport,AT,Waidring
LOIX,Bregenz Hospital Helistop,AT,Bregenz
LOIY,Doctor Schenk Sanatorium Helistop,AT,Schruns
LOIZ,Schwaz Hospital Helistop,AT,Schwaz
LOJB,Bludenz State Hospital Helipad,AT,Bludenz
LOJC,Reith bei Kitzbühel ÖAMTC Heliport,AT,Reith bei Kitzbühel
LOJD,Dornbirn City Hospital Heliport,AT,Dornbirn
LOJI,Medalp Imst Heliport,AT,Imst
LOJK,Kaltenbach Heliport,AT,Kaltenbach
LOJM,Mayrhofen Heliport,AT,Mayrhofen
LOJN,Nenzing Heliport,AT,Frastanz
LOJO,Innsbruck Air Rescue Center ÖAMTC Heliport,AT,Innsbruck
LOJP,Karres Heliport,AT,Karres
LOJR,Mittelberg Heliport,AT,Riezlern
LOJT,Hat Tux Heliport,AT,Madseit
LOJW,Lech / Zürs Heliport,AT,Lech
LOJZ,Zugspitzarena Heliport,AT,Ehrwald
LOKA,Klagenfurt Clinic Heliport,AT,Klagenfurt am Wörthersee
LOKB,Bad Kleinkircheim Heliport,AT,Bad Kleinkircheim
LOKC,Glock Heliport,AT,Ferlach
LOKD,Föderlach Heliport,AT,Villach
LOKF,Feldkirchen Airfield,AT,Feldkirchen in Kärnten
LOKG,Ferlach-Glainach Airfield,AT,Ferlach
LOKH,Friesach/Hirt Airfield,AT,Micheldorf
LOKI,Wietersdorf Heliport,AT,Wietersdorf
LOKJ,Lienz Hospital Heliport,AT,Lienz
LOKK,Hallegg Castle HLS,AT,Klagenfurt
LOKL,Lienz-Nikolsdorf Airfield,AT,Lengberg
LOKM,Mayerhofen Airfield,AT,Mayerhofen
LOKN,Nötsch im Gailtal Airfield,AT,Nötsch im Gailtal
LOKO,Goldeck Talstation Heliport,AT,Spittal an der Drau
LOKP,Friesach Hospital Helistop,AT,Friesach
LOKQ,Lienz-Nikolsdorf ÖAMTC Heliport,AT,Lengberg
LOKR,Sankt Donat / Mairist Airfield,AT,Mairist
LOKS,St. Andrä Im Lavanttal Heliport,AT,St. Andrä
LOKT,Villach Hospital Helipad,AT,Villach
LOKU,Carinthia University Hospital Rooftop Helipad 2,AT,Klagenfurt am Wörthersee
LOKV,Febau Heliport,AT,Völkermarkt
LOKW,Wolfsberg Airfield,AT,Wolfsberg
LOKX,Waiern Hospital Heliport,AT,Feldkirchen-Waiern
LOKZ,Zwatzhof Heliport,AT,Zwatzhof
LOLC,Scharnstein Airfield,AT,Scharnstein
LOLD,Suben ÖAMTC Heliport,AT,Suben
LOLE,Eferding Airfield,AT,Pupping
LOLF,Freistadt Airfield,AT,Freistadt
LOLG,Sankt Georgen-Ybbsfeld Airfield,AT,Sankt Georgen am Ybbsfelde
LOLH,Hofkirchen Airfield,AT,Hofkirchen
LOLK,Ried-Kirchheim Airfield,AT,Kirchheim im Innkreis
LOLM,Micheldorf Airfield,AT,Micheldorf
LOLO,Linz-East Glider Field,AT,Linz
LOLS,Schärding-Suben Airfield,AT,Suben
LOLT,Flugplatz Seitenstetten,AT,Seitenstetten
LOLU,Gmunden-Laakirchen Airfield,AT,Laakirchen
LOLW,Wels Airfield,AT,Wels
LOLY,Ybbsitz ÖAMTC Heliport,AT,Haselgraben
LOMM,Matrei in Osttirol Heliport,AT,Matrei in Osttirol
LOMN,Sonnenalpe Naßfeld Heliport,AT,Sonnenalpe Naßfeld
LOMP,Patergassen Heliport,AT,Patergassen
LOMR,RK-1 Heliport,AT,Fresach
LOMU,ÖAMTC / Klagenfurt Heliport,AT,Klagenfurt am Wörthersee
LOMW,Wolfsberg Hospital Helistop,AT,Wolfsberg
LOSJ,St. Johann Im Pongau Heliport,AT,St. Johann Im Pongau
LOSL,Salzburg Mülln Hospital Helistop,AT,Salzburg
LOSM,Mauterndorf Airfield,AT,Mauterndorf
LOSS,Kardinal Schwarzenberg Hospital Helipad,AT,Schwarzach
LOSU,Salzburg Trauma Hospital Helistop,AT,Salzburg
LOWG,Graz Airport,AT,Feldkirchen bei Graz
LOWI,Innsbruck Airport,AT,Innsbruck
LOWK,Klagenfurt Airport,AT,Klagenfurt am Wörthersee
LOWL,Linz-Hörsching Airport,AT,Linz
LOWS,Salzburg Airport,AT,Salzburg
LOWW,Vienna International Airport,AT,Vienna
LOWZ,Zell am See Airfield,AT,Zell am See
LOXA,Fiala-Fernbrugg Air Base,AT,Aigen im Ennstal
LOXN,Wiener Neustadt West Airport,AT,Wiener Neustadt
LOXT,Brumowski  Air Base,AT,Tulln an der Donau
LOXZ,Hinterstoisser Air Base,AT,Zeltweg
LPAF,Alfragide Helipad,PT,Alfragide
LPAG,Albergaria-a-Velha Heliport,PT,Albergaria-a-Velha
LPAR,Alverca Air Base,PT,Vila Franca de Xira
LPAS,Hospital Amadora Heliport,PT,Amadora
LPAV,São Jacinto Airfield,PT,Aveiro
LPAZ,Santa Maria Airport,PT,Vila do Porto
LPBA,Barlavento Algarvio Hospital Heliport,PT,Portimão
LPBG,Bragança Airport,PT,Bragança
LPBH,Braga Hospital Heliport,PT,Braga
LPBJ,Beja Airport / Airbase,PT,Beja
LPBR,Braga Municipal Aerodrome,PT,Braga
LPCB,Aerodromo de Castelo Branco,PT,Castelo Branco
LPCC,Dr. Nélio Mendonça Hospital Heliport,PT,Funchal
LPCD,Santa Comba Dão Heliport,PT,Santa Comba Dão
LPCH,Aerodromo de Chaves,PT,Chaves
LPCI,Coimbra University Hospital Helipad,PT,Coimbra
LPCL,Covilhã Hospital Helipad,PT,Covilhã
LPCO,Aerodromo Municipal de Coimbra,PT,Coimbra
LPCR,Corvo Airport,PT,Corvo
LPCS,Cascais Airport,PT,Cascais
LPCV,Coimbra Hospital Covões Heliport,PT,Coimba
LPDA,Massarelos Helipad,PT,Porto
LPEM,EMFA Heliport,PT,Alfragida
LPER,Évora Hospital Helipad,PT,Évora
LPFL,Flores Airport,PT,Santa Cruz das Flores
LPFR,Faro - Gago Coutinho International Airport,PT,Faro
LPGR,Graciosa Airport,PT,Santa Cruz da Graciosa
LPHR,Horta Airport,PT,Horta
LPJF,Aerodromo de Leiria,PT,Leiria
LPLA,Lajes Airport,PT,Praia da Vitória
LPMA,Cristiano Ronaldo International Airport,PT,Funchal
LPMO,Morargil Airfield,PT,Mora
LPMR,Monte Real Air Base,PT,
LPPD,João Paulo II Airport,PT,Ponta Delgada
LPPI,Pico Airport,PT,Pico Island
LPPM,Portimão Airport,PT,Portimão
LPPR,Francisco de Sá Carneiro Airport,PT,Porto
LPPS,Porto Santo Airport,PT,Vila Baleira
LPPT,Lisbon Humberto Delgado Airport,PT,Lisbon
LPSC,Santa Cruz Airfield,PT,Torres Vedras
LPSD,Sardoal Heliport,PT,Sardoal
LPSE,Aeródromo de Seia,PT,Seia
LPSI,Sines Heliport,PT,Sines
LPSJ,São Jorge Airport,PT,Velas
LPSM,Santa Maria Hospital Helipad,PT,Lisbon
LPSO,Aeródromo Municipal de Ponte de Sor,PT,Ponte de Sor
LPSR,Santarém Airfield,PT,Santarém
LPSS,São Sebastião Hospital Helipad,PT,Santa Maria da Feira
LPTT,Hospital de Sao Teotonio heliport,PT,Viseu
LPVC,Viana do Castelo Hospital Helipad,PT,Viana do Castelo
LPVL,Vilar de Luz Airfield,PT,Maia
LPVR,Vila Real Airport,PT,Vila Real
LPVZ,Aerodromo Goncalves Lobato (Viseu Airport),PT,Viseu
LPXR,Vila Franca de Xira Hospital Helipad,PT,Vila Franca de Xira
LQBI,Bihać Golubić Airfield,BA,Bihać
LQBK,Banja Luka International Airport,BA,Mahovljani
LQBZ,Banja Luka Zalužani Airfield,BA,Zalužani
LQCG,Ciljuge Sport Airfield,BA,Bašigovci
LQJL,Tuzla Jegin Lug Sport Airfield,BA,Rainci Gornji
LQLV,Livno Brda Bosni Airfield,BA,Livno
LQMO,Mostar International Airport,BA,Mostar
LQPD,Prijedor Urije Airfield,BA,Prijedor
LQSA,Sarajevo International Airport,BA,Sarajevo
LQTZ,Tuzla International Airport,BA,Dubrave Gornje
LQVI,Visoko Kenan Jusufbasic Airfield,BA,Visoko
LRAR,Arad International Airport,RO,Arad
LRBA,Grădiștea Airfield,RO,Comana
LRBC,Bacău George Enescu International  Airport,RO,Bacău
LRBH,Crystal Tower Bucharest Helipad,RO,Bucharest
LRBM,Maramureș International Airport,RO,Tăuții-Măgherăuș
LRBO,Boboc Air Base,RO,Boboc
LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,RO,Bucharest
LRBV,Brașov-Ghimbav International Airport,RO,Brașov (Ghimbav)
LRCB,Charlie Bravo Șiria Airfield,RO,Șiria
LRCC,Oituz (PA&CO) Heliport,RO,Oituz
LRCD,Măgura Airfield,RO,Cisnădie
LRCK,Mihail Kogălniceanu International Airport,RO,Constanța
LRCL,Avram Iancu Cluj International Airport,RO,Cluj-Napoca
LRCS,Caransebeş Airport,RO,Caransebeş
LRCT,Câmpia Turzii Air Base,RO,Câmpia Turzii
LRCV,Craiova International Airport,RO,Craiova
LRCX,Cobrex Heliport,RO,Brașov
LRFT,Feteşti Borcea Air Base,RO,Borcea
LRIA,Iaşi International Airport,RO,Iaşi
LRIC,Ianca Airfield,RO,Ianca
LRIS,Iaşi Sud,RO,
LRMA,Mir Aero Heliport,RO,Ghimbav
LRMC,Năvodari Heliport,RO,Năvodari
LRMM,Aerodrom Baia Mare,RO,Baia Mare
